review,rating
2017-09-23T02:53:08Z I buy at least 5 of these things every 6 months. I use it everyday along with all my family members also!,1
2017-09-23T02:53:08Z I love this! My favorite! Works well for cold sores too. I refuse to buy any other product.,1
2017-09-20T01:18:35Z They have a good chocolate taste.,1
2017-09-06T04:49:34Z really tasty especially for someone who doesn't have experience making drinks. Tastes as good or better than a bar or restaurant with a fraction of the cost,1
2017-07-11T20:52:17Z These chalk are cheap but I guess you get what you pay for because they don't write well. :-/,0
"2018-01-02T20:20:01Z I'm not a wine drinker but have relatives and friends who are, so I purchased 12 bottles to have on hand at home and also for gifts. My brother visited this weekend and I opened the red wine for him to enjoy during a football game. He tried to be gracious but finally said it just wasn't good. Now I'm wondering what the people thought who received wine as gifts. I have eight bottles left and wondering if I should just pour them down the drain. What a disappointment after the hosts all ooo-ed and ahhh-ed over this supposedly fabulous wine assortment.",0
"2017-09-02T07:55:36Z If I could give these crescent rolls less that a full star rating, I would! I would even give it a negative star. Of course, whenever you buy any pre made dough in a pop can, you expect a POP! Well, nothing happenedat first. I had to bang it on the counter to open, and when it did, it was more of a BANG than a pop, and dough shot out all over the place. The dough that was salvageable, in no way resembled a crescent. I had to form it into triangles by myself, of course the dough was so sticky that it was nearly impossible. The taste of the finished rolls did however taste the same as name brand rolls, but the measly few cents saved to purchase the great value brand was not worth the extra work, and mess to purchase. From now on, I know to go with a more reputable brand.",0
"2017-09-23T02:53:08Z I use it everyday just before applying lipstick, i really have dry cracked lips and my carmix is really a day saver",1
2017-09-20T01:18:33Z Hot and irregular cuts of chicken,0
2017-09-06T04:49:34Z Not very tasty at all. Terrible.,0
2017-09-20T01:18:35Z I love everything about Jim Beam Apple... The taste is great and it goes down smooth! It's one of the best drinks out there with or without any added mixes....,1
"2017-09-20T01:18:35Z I purchased this item to make Mimosas and had some left over. The mimosas were delicious. I found the California Champaign tasteless when too cold and just right at a lesser temperature. Of course it is not Dom Perignon but who would make Mimosas with Dom, anyway",1
2017-09-20T01:18:35Z Battle ground walmart is to high priced to surrounding stores,1
"2017-09-20T01:18:35Z I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!",1
2017-09-20T01:18:33Z The chicken did not have much flavor and tasted cheap.,0
2017-09-20T01:18:35Z My Kids loved these,1
2017-09-20T01:18:35Z This is the best bourbon under 50 you can buy. One of the smoothest bourbons I've tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.,1
"2017-08-05T04:28:58Z This product is fantastic, and I haven't yet found anything that can really take its place. When I got it, I took out the dropper and dripped a little right on my tongue and instantly fell in love. It has the depth and complexity of flavor you expect from bitters, but it's not overwhelming. I love a glass of rum with just a couple dashes of this in it, or in an East India Trading Co. cocktail (with rum, sherry and amaro liqueur). I highly recommend.",1
"2018-01-02T20:20:01Z The cab was the only drinkable one. Using for cooking wine. For that reason, Mr Wonderful, I'm out.",0
"2017-09-02T07:55:36Z These were terrible!!! It seems like they are just crammed into the packaging. There is no way to roll them out into triangles. It just comes out all smashed together and impossible to actually make crescent rolls out of them. I ended up having to roll it all out and make my own! Too much work! Next time I will be spending the extra 0.30 or so and going with Pillsbury!! Heck, I'd even pay 5.00 more to not deal with this garbage!",0
"2018-01-02T20:20:01Z Thought this would be a good sampler of wine at a very decent price. The mixed case has some wine that friends liked, some I liked. But overall the case is just non descript. Chardonnay was very light on the oaky taste. Other whites were OK. Meritage is OK. Pinot Noir was unidentifiable as such. Cab Sauv. OK. White Zin? No one wanted it. So I can't say this was a ""wonderful"" assortment. I have cancelled the remainder of the auto ship. Thanks anyway, Kevin. I'll pick my own bottles locally.",0
2017-08-15T03:05:22Z This product is so simple and easy to use !! I've tried different manhatan mixes before and this one is by far my favorite! It meshes very well w any burbon and the flavors don't overpower and try to mask the burbon like other products !!! It's an essential to my mini bar at home !!AMAZING PRODUCT!!,1
2018-01-09T13:24:13Z Just bad wine. The worst I have ever had. Try Bota Box Sarah is you are looking for a decent boxed wine.,0
2017-09-20T01:18:35Z Used at Birthday Party and everyone enjoyed it. Will purchase again,1
"2017-11-15T17:05:21Z I bought 2 of the wine collections; one in the mixed of white & red and one in the all reds. The only one we thought was somewhat decent was the Chardonnay. The funny thing is, we aren't even Chardonnay drinkers! We both thought that one was the only consumable wine. Still bad but the best of the whole lot of wines. Rose was the next best but very tart, pulling slightly sour and not in a good way. Both the Pinot & Cab Sauv were very sour, almost like corked wine tastes. It burned when you drank it, like you were drinking straight rubbing alcohol. Gross! We brought them to the correct temp, let them breathe, etc... but they are just straight up nasty. Was a big disappointment as we were really looking forward to getting them and being on auto-delivery. I'm giving 2 stars since the packaging of wine in the boxes & the shipping was great as well as QVC customer service. I called & explained everything to QVC and immediately received a refund!! No hassles, questions, etc... just immediately refunded the 2 payments I already made. While the wines disappointed, QVC did not! Thank you QVC, this is exactly why I will remain a loyal shopper!!",0
"2017-08-15T03:30:40Z the product advertise said 15pk, I have no idea what that means but I assumed it was going to be 15 pack - it turned out to be one bottle for 2.50 - less expensive to buy at the store! It does not make any sense.",0
2017-08-05T04:28:57Z Great selection of different flavors for a starter set.,1
2015-11-13T12:25:24Z Pretty good app. Linked me to my other apps no punching in all your info over and over. Quick n easy!!,1
2017-09-20T01:18:33Z Was very dry. Disappointed.,0
2017-11-15T17:05:21Z Wish this could be a positive review but not this time.Found the reds to be lacking greatly in aroma (nose) and both with an unpleasant finish.Usually we have been pleased overall with the wines but this is a definite miss for us.,0
"2017-09-23T02:53:08Z The Clamato Cocktail is the best juice i have tasted in a long time. I have a small glass with every dinner. Good flavor, Great Taste.",1
2018-01-09T21:14:11Z These have to be the most addicting oreos ever. The chocolate cookie with a marshmallow like center is wonderful but not over powering. VERY GOOD!!!,1
2017-09-20T01:18:35Z Sweet and tasty,1
2017-09-20T01:18:33Z We usually buy the Tyson Any'tizer boneless wings but bought these to save a little money. BIG MISTAKE! These wings have twice the sodium as the Tyson chicken and you can definitely tell by the taste. We ended up throwing the whole bag away. Next time we'll spend the extra dollar.,0
"2017-09-23T02:53:08Z the best product on the market, you cant go wrong using it !",1
2017-09-06T04:49:34Z I love that you get 98 ounces and that its less than 6. It makes great margaritas too. I hate that its not available in store because its great for parties.,1
"2016-07-26T20:28:12Z These wines were a happy surprise! I bought an assortment of wines for a house warming party last weekend and these were great. White cat was like a Sweet Mascoto, Cabin Fever had a sweet taste all it own, I Red Cat was also sweet, I don't care for red wine but this was good! The Breathable Berry reminded me of a Sangria.This brand is on the top of my list, I will buy more of their wines!",1
"2018-01-10T18:06:29Z Refreshing, nice grapefruit flavor. Not for people that dislike seltzer water. It's good out of the can or poured over ice.",1
2017-09-23T02:53:08Z I have used this product since I was in my teens. It is been my favorite product and I will continue to use it.,1
"2017-08-15T03:05:22Z After tasting the smooth flavor of this mix, I discovered a more natural way to enjoy a manhattan!!",1
2017-09-23T02:53:08Z Addictively tasty!,1
2017-08-15T03:05:22Z Refreshing. Simple. Delicious. Can't wait to use this mix for all my summer get togethers!,1
"2017-08-05T04:28:58Z Just a friendly reminder: Shrub bitters are bitters that contain lots of vinegar. If the thought of drinking a bottle of vinegar sounds appealing to you, then you may enjoy this. If it doesn't, then you do NOT want these. (Take a whiff and it smells like someone dying easter eggs.) (If you want a spicy bitter that's not a shrub, try Scrappy's Habanero firewater bitters instead!)",0
"2017-08-05T04:28:57Z To the people who don't think things like bitters and muddled fruit don't make any difference in a drink, they couldn't be more wrong. This habenero shrub bitter adds a real dimension to the cocktail and anyone serious about their drink should have this.",1
2017-09-04T10:06:07Z No better tasting mustard on a brat!,1
2017-09-23T02:53:08Z I've used this many times over the years and have never been disappointed in it.,1
"2016-07-26T20:28:12Z Red cat is my favorite wine of all time.The Red Cat itself is sweet but not too much so, with a little tartness.The White Cat is light and refreshing especially ice cold, same goes with the Cabin Fever.The best out of the 4 in my opinion though is Bramble berry. Tart, sweet and tastes like berry jam. I love it!",1
2017-08-09T23:06:54Z Wonderful. We moved to a small town and I could no longer buy Goya cooking wines locally. Love the wine for cooking and the larger bottles are far more affordable than buying multiple smaller bottles of other brands. Wish I had thought of Amazon months ago!,1
2017-11-15T17:05:21Z I realize this is an inexpensive bottle of wine but it is tasteless. Will not buy wine from QVC again.,0
"2017-09-20T01:18:35Z If you're going to take the time a pressure wash your driveway or your house, this is not worth the time or effort. The nozzle is so small and the actual dirt that comes off is the same amount from a normal hose.",0
"2017-09-02T07:55:36Z The dough looked like it was crammed into the packaging. I could not use it without combining the dough to roll out and cut wedges myself. Then they came out hard and very small. It must've been at the end of the line and what was left over. This has happened more than once, will not purchase again. The savings is not worth it.",0
2018-01-10T05:58:01Z Very good for the price,1
2017-04-19T16:58:47Z Just what I expected good product.,1
2017-09-20T01:18:35Z drink,1
2015-11-06T01:25:54Z Perfect gift for my father for the holidays. Been a family favorite for a long time.,1
2017-09-23T02:53:08Z I have been using car ex for years and swear by it!,1
"2017-09-04T19:13:22Z Yuck. I'm the type who usually rants and raves over Trump brands, but this wine is AWFUL. Was so shocked, I spilled it ALL OVER my favorite brown shirt. Sad!",0
2017-09-23T02:53:08Z I've been using this for quite a while. I use the jar at night and keep a tube in my purse. I love the products.,1
2017-11-15T17:05:21Z This whole order was a nightmare from day one ...after almost 2 weeks it came I wish it didn’t...I gifted 2 bottles to my son & when he sent me a text how awful it was & that he dumped it down the drain I was horrified to say the least ...luckily it was my son because I bought these for holiday gifts ...QVC needs more quality control for items like this we work hard for our money & spending it on something I will be dumping down the drain is not acceptable...I was refunded my money but it still is very upsetting that this Vintage wine Estates sells such garbage to a reputable company like QVC,0
"2017-08-09T23:06:54Z Nothing wrong with Goya cooking wine, it's great. What's wrong here is the price. I can buy this exact product at my supermarket for 2.79.",0
2017-09-23T02:53:08Z I was introduced to this when I entered the Army. In the PX there was tons of this stuff. All of us recruits got a jar and boy were we glad! It helped us get thru a horrible Oklahoma winter. 23 years later I never forgot how it saved me and still use it to this day. I'm sure those guys do too!,1
2018-01-10T05:38:33Z Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have.,0
"2018-01-09T13:19:50Z Taste was absolutely fine for a 5 Chardonnay. However, BOTH bottles broke while removing the corkscrew. Second break was far enough I didn't want to risk drinking it because of risk of glass shards. I've bought cheaper wines like yellowtail, etc, and NEVER experienced a bottle breaking.",0
"2018-01-02T20:20:01Z Delivery was a little slow but it was worth the wait. I was very pleased with the Moscato selection. It arrived in excellent condition, which indicates it was well packaged. The price was very reasonable.",1
"2017-09-20T01:18:35Z If I'm going to buy a Sangria, this is not the one I'd choose. The flavor was not as fruity as others I've had and was not pleasant for my palate.",0
2018-01-10T18:59:18Z My favorite bottle design. The best cheap lager.,1
2017-09-23T02:53:08Z I always keep this beside my bed. It's the only stuff that will stay on while I sleep.,1
"2017-09-20T01:18:33Z These chicken wyngz were gross. Way too much breading, and the taste of buffalo sauce was barely noticeable. At the price Walmart sells these at, I can't recommend them on any level.",0
"2017-08-05T04:29:00Z So the Habanero Bitters are great in a version of a Margarita we do that traditionally used tabasco. I like this at least as much and you don't get any of the vinegar flavor one does from Tabasco.Also, LOVE the tiki bitters and a bitter monk is my new favorite cocktail just because I get to use this in it.Great stuff.",1
"2017-09-20T01:18:35Z I only stumbled upon this after reading it's apparently created by Walmart, it's a private label brand from what I read, not sure how true that is, but the taste was good all throughout, but I still have 2 or 3 left in the case to try, at a little less than a dollar per can, the price can't be beat, if you want to try something different lol....",1
2017-08-05T04:28:58Z I've tried this in a few drinks so far and none have turned out tasting any good.I wrote to the company and asked if they had any suggestions for using it but they never responded.Probably will just sit on the shelf now until I get tired of seeing it and toss it.,0
2015-11-13T12:25:24Z Quick and easy.,1
"2016-07-26T20:28:19Z We really enjoy this wine and the name is very unique. Great for gifts, outstanding taste. Would definitely recommend and purchase again. Thanks.",1
"2016-01-21T08:02:43Z This wine is the best cab for the money I've ever had. Sometimes a 10 cab tastes like a 20 cab, and that's a bargain wine for sure. This Washington Cabernet Sauvignon from Naked Winery drinks like a 40+ cabernet. So try it now! This is not a fruity oak bomb, nor a lengthy, earthy, subtle cab.Here are my 2-liner tasting notes:Black currant and dark cherry on the nose lead to hints of clove and praline on the palate. Medium tannins. An elegant, smoky barrel toast on the finish.",1
2017-09-02T07:55:36Z ok for replacement but still not as good on brand name product,0
2017-09-20T01:18:35Z Previous bottles stated aged nine years. Last bottle purchased shows no age. Taste appeared a little harsher than previously. Horrible and terrible. So disappointed.,0
"2017-11-15T17:05:21Z Can't believe that I was so stupid to fall for Kevin O'Leary's promotion of his wines. I believed in him, and therefore went ahead and purchased the variety.dozen bottles. What a fool I have been! I wanted to give him the benefit of doubt, but I continue to be disappointed. Yes, I know I have a month to return the merchandise! What a laugh!! How to return a huge package? I poured most in the kitchen sink... live and learn.",0
2017-08-05T04:28:58Z Great!,1
"2017-09-23T02:53:08Z This is so basic in my life, I can't stop using it!",1
"2017-11-14T20:55:13Z I purchased these to give as gifts last year and when I tried the wine myself I spit it out and was mortified.I was so embarrassed that I gave these wines to people I know that I had to apologize and give another gift.This is by far some of the worst swill I���ve ever had.There are wines that are the same price from California wineries that are far superior.I would not even cook with this stuff, it is quite terrible.I wish I had discovered the poor quality and the offensive taste during the return period because they would have gone back. This is what they had in mind when they coined the expression ���rot gut���. Disappointed. ",0
"2017-09-07T20:13:07Z I'm the computer person, but the good wife says that these cured her constipation 10 years ago and won't be without them",1
2017-09-02T07:55:36Z They fall apart when you get them out of package. They are different sizes too. They look like someone just threw them in the package when you open it unlike Pillsbury crescent rolls.,0
"2017-09-23T02:53:08Z Been using since HS, 30 yrs ago. Never lets me dry up!",1
2017-11-15T17:05:21Z I was so happy to see Rose lincluded in this set instead of sweet Zinfandel. Unfortunately this rose was sweeter than Zinfandel. Very disappointed! Terrible.,0
2017-09-20T01:18:35Z Add tequila or just seltzer and a slice of fresh lime to make a virgin margarita. It's great both ways! Perfect for summer entertaining! sweepstakes This review was collected as part of a promotion.,1
2017-09-23T02:53:08Z I grew up with this stuff. My mom always had a jar on her. I'll buy this product forever.,1
2017-09-20T01:18:35Z Best tasteing and defenetly the smoothest around I love it!,1
"2017-09-02T07:55:32Z Next to homemade, this is awesome!",1
2017-07-19T22:07:21Z I ordered 12 of these buckets and when I opened them up a couple of the buckets had holes in the bottom. The Margarita was good. Disappointed about the holes.,0
2017-09-20T01:18:35Z I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!,1
"2017-09-20T01:18:35Z This Roscato is sweet. Very crisp and mildly sweet, but it is delicious",1
2018-01-10T05:58:02Z This is by far the best reisling I've ever had! LOVE it! Always consistent in flavor and my go to!,1
"2017-08-15T03:05:22Z I have a manhattan almost everyday after work. My wife bought me this to try and although it is decent, it is not necessary. Spend your money on quality vermouth and of course the best bourbon one can afford. Disappointed in the taste.",0
2017-09-02T07:55:36Z Very difficult to separate into individual rolls . It is terrible. Very disappointed.,0
"2017-07-28T12:38:56Z Bought this for my parents. They said it was awful and tasted very chemical. They love margaritas, so I bought this after reading reviews. Won't do that again! Terrible and very disappointed.",0
2017-09-20T01:18:35Z Best tasteing and defenetly the smoothest around I love it!,1
"2017-08-15T03:05:22Z Not personally into pre made mixes, but bought this for entertaining friends the other night. Was extremely impressed! So smooth and balanced! Everyone LOVED their manhattans! All you have to do is add your whiskey or bourbon of choice. There are no artificial flavors or high fructose corn syrups in the mix either. Just pure cane sugar. Honestly probably safer than using the liqueurs on the market! As a bartender myself I'm telling you to get this product!!",1
2017-09-20T01:18:35Z Taste Great portion,1
"2017-08-05T04:28:58Z Does not taste like habaneros what so ever. Very disappointing, not to mention you have to pour half the bottle in your tiny drink to taste it. Terrible to be honest.",0
